Timestamp,Source IP,Destination IP,Source Port,Destination Port,Protocol,Application,Category,Action,Rule ID
2025-11-02T07:32:55.350911400Z,10.85.227.184,192.168.1.44,19229,443,TCP,HTTPS Web,Web,ALLOW,2
2025-11-02T07:32:55.350911400Z,10.41.91.35,192.168.1.76,34235,80,TCP,HTTP Web,Web,ALLOW,1
2025-11-02T07:32:55.350911400Z,10.139.129.206,192.168.1.107,23074,53,UDP,DNS,Network,BLOCK,3
2025-11-02T07:32:55.350911400Z,10.211.122.204,192.168.1.237,4498,22,TCP,SSH,File Transfer,BLOCK,-1
2025-11-02T07:32:55.350911400Z,10.221.161.14,192.168.1.80,26715,80,UDP,HTTP Web,Web,BLOCK,3
2025-11-02T07:32:55.350911400Z,10.242.68.169,192.168.1.237,5363,22,TCP,SSH,File Transfer,BLOCK,-1
2025-11-02T07:32:55.350911400Z,10.68.183.117,192.168.1.128,38880,22,TCP,SSH,File Transfer,BLOCK,-1
2025-11-02T07:32:55.350911400Z,10.161.139.98,192.168.1.194,22838,53,TCP,DNS,Network,BLOCK,-1
2025-11-02T07:32:55.350911400Z,10.215.17.118,192.168.1.74,3228,443,UDP,HTTPS Web,Web,BLOCK,3
2025-11-02T07:32:55.350911400Z,10.43.162.219,192.168.1.182,25500,443,UDP,HTTPS Web,Web,BLOCK,3
2025-11-02T07:32:55.350911400Z,10.15.157.176,192.168.1.108,7601,22,UDP,SSH,File Transfer,BLOCK,3
2025-11-02T07:32:55.350911400Z,10.52.61.170,192.168.1.250,19303,80,TCP,HTTP Web,Web,ALLOW,1
2025-11-02T07:32:55.350911400Z,10.6.154.63,192.168.1.202,10953,443,UDP,HTTPS Web,Web,BLOCK,3
2025-11-02T07:32:55.350911400Z,10.220.120.92,192.168.1.186,2495,80,UDP,HTTP Web,Web,BLOCK,3
2025-11-02T07:32:55.350911400Z,10.194.108.197,192.168.1.50,31448,80,TCP,HTTP Web,Web,ALLOW,1
2025-11-02T07:32:55.350911400Z,10.1.254.161,192.168.1.9,30373,22,TCP,SSH,File Transfer,BLOCK,-1
2025-11-02T07:32:55.350911400Z,10.235.1.127,192.168.1.94,2722,80,UDP,HTTP Web,Web,BLOCK,3
2025-11-02T07:32:55.350911400Z,10.7.135.35,192.168.1.0,28126,22,UDP,SSH,File Transfer,BLOCK,3
2025-11-02T07:32:55.350911400Z,10.113.169.169,192.168.1.122,39246,443,UDP,HTTPS Web,Web,BLOCK,3
2025-11-02T07:32:55.350911400Z,10.55.64.57,192.168.1.171,9242,22,TCP,SSH,File Transfer,BLOCK,-1
2025-11-02T07:32:55.350911400Z,10.72.192.0,192.168.1.172,20459,443,UDP,HTTPS Web,Web,BLOCK,3
2025-11-02T07:32:55.350911400Z,10.188.136.166,192.168.1.75,40613,22,TCP,SSH,File Transfer,BLOCK,-1
2025-11-02T07:32:55.350911400Z,10.80.192.164,192.168.1.76,33797,53,TCP,DNS,Network,BLOCK,-1
2025-11-02T07:32:55.350911400Z,10.89.241.190,192.168.1.16,28699,80,UDP,HTTP Web,Web,BLOCK,3
2025-11-02T07:32:55.350911400Z,10.3.1.105,192.168.1.99,36738,22,UDP,SSH,File Transfer,BLOCK,3
2025-11-02T07:32:55.350911400Z,10.20.100.118,192.168.1.41,34086,443,UDP,HTTPS Web,Web,BLOCK,3
2025-11-02T07:32:55.350911400Z,10.85.5.42,192.168.1.59,10972,53,TCP,DNS,Network,BLOCK,-1
2025-11-02T07:32:55.350911400Z,10.73.254.145,192.168.1.223,26525,53,UDP,DNS,Network,BLOCK,3
2025-11-02T07:32:55.350911400Z,10.89.73.235,192.168.1.188,16775,22,UDP,SSH,File Transfer,BLOCK,3
2025-11-02T07:32:55.350911400Z,10.110.149.134,192.168.1.146,8439,443,UDP,HTTPS Web,Web,BLOCK,3
2025-11-02T07:32:55.350911400Z,10.52.130.176,192.168.1.211,35720,80,TCP,HTTP Web,Web,ALLOW,1
2025-11-02T07:32:55.350911400Z,10.150.215.158,192.168.1.110,22046,443,TCP,HTTPS Web,Web,ALLOW,2
2025-11-02T07:32:55.350911400Z,10.67.189.162,192.168.1.253,21922,53,TCP,DNS,Network,BLOCK,-1
2025-11-02T07:32:55.350911400Z,10.98.52.203,192.168.1.74,27189,53,TCP,DNS,Network,BLOCK,-1
2025-11-02T07:32:55.350911400Z,10.172.193.235,192.168.1.150,10473,443,TCP,HTTPS Web,Web,ALLOW,2
2025-11-02T07:32:55.350911400Z,10.246.131.205,192.168.1.216,26829,22,UDP,SSH,File Transfer,BLOCK,3
2025-11-02T07:32:55.350911400Z,10.194.102.159,192.168.1.148,12084,22,TCP,SSH,File Transfer,BLOCK,-1
2025-11-02T07:32:55.350911400Z,10.197.4.121,192.168.1.149,1769,443,UDP,HTTPS Web,Web,BLOCK,3
2025-11-02T07:32:55.350911400Z,10.181.229.82,192.168.1.235,18496,22,TCP,SSH,File Transfer,BLOCK,-1
2025-11-02T07:32:55.350911400Z,10.129.163.49,192.168.1.7,14446,80,TCP,HTTP Web,Web,ALLOW,1
2025-11-02T07:32:55.350911400Z,10.191.161.241,192.168.1.70,19763,22,UDP,SSH,File Transfer,BLOCK,3
2025-11-02T07:32:55.350911400Z,10.126.87.235,192.168.1.41,15703,53,TCP,DNS,Network,BLOCK,-1
2025-11-02T07:32:55.350911400Z,10.157.253.80,192.168.1.208,8569,22,TCP,SSH,File Transfer,BLOCK,-1
2025-11-02T07:32:55.350911400Z,10.72.187.162,192.168.1.81,39918,53,TCP,DNS,Network,BLOCK,-1
2025-11-02T07:32:55.350911400Z,10.207.59.4,192.168.1.246,2325,53,TCP,DNS,Network,BLOCK,-1
2025-11-02T07:32:55.350911400Z,10.100.251.33,192.168.1.251,7090,80,TCP,HTTP Web,Web,ALLOW,1
2025-11-02T07:32:55.350911400Z,10.43.85.80,192.168.1.111,29055,53,TCP,DNS,Network,BLOCK,-1
2025-11-02T07:32:55.350911400Z,10.124.167.228,192.168.1.175,31202,22,TCP,SSH,File Transfer,BLOCK,-1
2025-11-02T07:32:55.350911400Z,10.189.98.39,192.168.1.173,36853,80,TCP,HTTP Web,Web,ALLOW,1
2025-11-02T07:32:55.350911400Z,10.203.108.0,192.168.1.133,2055,53,UDP,DNS,Network,BLOCK,3
2025-11-02T07:32:55.350911400Z,10.76.0.102,192.168.1.67,39258,53,UDP,DNS,Network,BLOCK,3
2025-11-02T07:32:55.350911400Z,10.52.37.160,192.168.1.132,28778,80,UDP,HTTP Web,Web,BLOCK,3
2025-11-02T07:32:55.350911400Z,10.209.168.199,192.168.1.20,26650,22,TCP,SSH,File Transfer,BLOCK,-1
2025-11-02T07:32:55.350911400Z,10.205.27.131,192.168.1.238,18660,53,UDP,DNS,Network,BLOCK,3
2025-11-02T07:32:55.350911400Z,10.178.145.124,192.168.1.204,21583,53,TCP,DNS,Network,BLOCK,-1
2025-11-02T07:32:55.350911400Z,10.172.251.138,192.168.1.89,5422,53,TCP,DNS,Network,BLOCK,-1
2025-11-02T07:32:55.350911400Z,10.180.78.136,192.168.1.130,16914,53,UDP,DNS,Network,BLOCK,3
2025-11-02T07:32:55.350911400Z,10.204.241.8,192.168.1.72,39628,53,TCP,DNS,Network,BLOCK,-1
2025-11-02T07:32:55.350911400Z,10.67.232.185,192.168.1.87,40487,53,TCP,DNS,Network,BLOCK,-1
2025-11-02T07:32:55.350911400Z,10.133.109.176,192.168.1.72,16224,22,UDP,SSH,File Transfer,BLOCK,3
2025-11-02T07:32:55.350911400Z,10.150.108.78,192.168.1.169,4084,80,TCP,HTTP Web,Web,ALLOW,1
2025-11-02T07:32:55.350911400Z,10.159.159.86,192.168.1.145,6248,443,TCP,HTTPS Web,Web,ALLOW,2
2025-11-02T07:32:55.350911400Z,10.166.226.61,192.168.1.215,29023,22,UDP,SSH,File Transfer,BLOCK,3
2025-11-02T07:32:55.350911400Z,10.38.163.27,192.168.1.174,7974,53,TCP,DNS,Network,BLOCK,-1
2025-11-02T07:32:55.350911400Z,10.148.104.161,192.168.1.246,23719,443,UDP,HTTPS Web,Web,BLOCK,3
2025-11-02T07:32:55.350911400Z,10.113.196.162,192.168.1.174,38732,53,UDP,DNS,Network,BLOCK,3
2025-11-02T07:32:55.350911400Z,10.3.14.172,192.168.1.137,39647,80,TCP,HTTP Web,Web,ALLOW,1
2025-11-02T07:32:55.350911400Z,10.217.172.46,192.168.1.41,33457,53,TCP,DNS,Network,BLOCK,-1
2025-11-02T07:32:55.350911400Z,10.105.169.178,192.168.1.138,40346,53,TCP,DNS,Network,BLOCK,-1
2025-11-02T07:32:55.350911400Z,10.55.227.34,192.168.1.213,17930,53,UDP,DNS,Network,BLOCK,3
2025-11-02T07:32:55.350911400Z,10.209.184.189,192.168.1.9,4384,22,UDP,SSH,File Transfer,BLOCK,3
2025-11-02T07:32:55.350911400Z,10.158.39.34,192.168.1.22,36944,22,UDP,SSH,File Transfer,BLOCK,3
2025-11-02T07:32:55.350911400Z,10.56.147.196,192.168.1.203,1651,53,TCP,DNS,Network,BLOCK,-1
2025-11-02T07:32:55.350911400Z,10.200.1.118,192.168.1.176,37180,53,UDP,DNS,Network,BLOCK,3
2025-11-02T07:32:55.350911400Z,10.255.133.96,192.168.1.122,37245,80,UDP,HTTP Web,Web,BLOCK,3
2025-11-02T07:32:55.350911400Z,10.1.118.30,192.168.1.105,13268,443,UDP,HTTPS Web,Web,BLOCK,3
2025-11-02T07:32:55.350911400Z,10.103.198.99,192.168.1.160,32104,443,UDP,HTTPS Web,Web,BLOCK,3
2025-11-02T07:32:55.350911400Z,10.64.92.193,192.168.1.177,1771,443,TCP,HTTPS Web,Web,ALLOW,2
2025-11-02T07:32:55.350911400Z,10.145.228.44,192.168.1.59,29015,22,UDP,SSH,File Transfer,BLOCK,3
2025-11-02T07:32:55.350911400Z,10.34.229.91,192.168.1.83,19569,443,TCP,HTTPS Web,Web,ALLOW,2
2025-11-02T07:32:55.350911400Z,10.118.244.2,192.168.1.215,39929,53,UDP,DNS,Network,BLOCK,3
2025-11-02T07:32:55.350911400Z,10.155.29.32,192.168.1.224,29962,80,UDP,HTTP Web,Web,BLOCK,3
2025-11-02T07:32:55.350911400Z,10.148.157.156,192.168.1.183,7476,443,UDP,HTTPS Web,Web,BLOCK,3
